# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
881,HD 219666 b,HD 219666,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,4.710,94.1719000
882,HD 219828 b,HD 219828,1,2,Radial Velocity,2007,La Silla Observatory,0,4.570,73.1140000
883,HD 219828 c,HD 219828,1,2,Radial Velocity,2016,Multiple Facilities,0,12.200,73.1140000
884,HD 220074 b,HD 220074,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,12.200,324.5400000
885,HD 220197 b,HD 220197,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,9.320,64.4110000
886,HD 220689 b,HD 220689,1,1,Radial Velocity,2012,La Silla Observatory,0,13.700,46.8778000
887,HD 220773 b,HD 220773,1,1,Radial Velocity,2011,McDonald Observatory,0,13.600,50.5103000
888,HD 220842 b,HD 220842,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,13.100,64.6498000
889,HD 221287 b,HD 221287,1,1,Radial Velocity,2007,La Silla Observatory,0,13.100,55.9231000
890,HD 221416 b,HD 221416,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,9.170,95.5483000
891,HD 221420 b,HD 221420,1,1,Radial Velocity,2019,Anglo-Australian Telescope,0,12.100,31.1415000
892,HD 221585 b,HD 221585,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,13.500,55.8535000
893,HD 222076 b,HD 222076,1,1,Radial Velocity,2016,Multiple Observatories,0,13.500,91.1538000
894,HD 222155 b,HD 222155,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,13.400,50.6078000
895,HD 222582 b,HD 222582,2,1,Radial Velocity,1999,W. M. Keck Observatory,0,12.600,42.1586000
896,HD 224538 b,HD 224538,1,1,Radial Velocity,2016,Multiple Observatories,0,12.700,79.0608000
897,HD 224693 b,HD 224693,1,1,Radial Velocity,2006,W. M. Keck Observatory,0,14.000,93.5015000
898,HD 22496 b,HD 22496,1,1,Radial Velocity,2021,Paranal Observatory,0,2.220,13.5956000
899,HD 22532 b,HD 22532,1,1,Radial Velocity,2022,La Silla Observatory,0,13.400,161.1830000
900,HD 22781 b,HD 22781,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,12.300,32.6034000
901,HD 23079 b,HD 23079,1,1,Radial Velocity,2001,Anglo-Australian Telescope,0,13.200,33.4591000
902,HD 23127 b,HD 23127,1,1,Radial Velocity,2006,Anglo-Australian Telescope,0,13.500,93.8555000
903,HD 231701 b,HD 231701,1,1,Radial Velocity,2007,W. M. Keck Observatory,0,13.700,108.8770000
904,HD 233604 b,HD 233604,1,1,Radial Velocity,2013,McDonald Observatory,0,12.700,847.0580000
905,HD 233832 b,HD 233832,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,13.500,58.7420000
906,HD 23472 b,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.000,39.0341000
907,HD 23472 c,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,1.870,39.0341000
908,HD 23472 d,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.750,39.0341000
909,HD 23472 e,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.818,39.0341000
910,HD 23472 f,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.137,39.0341000
911,HD 23596 b,HD 23596,2,1,Radial Velocity,2003,Haute-Provence Observatory,0,12.400,52.0018000
912,HD 238090 b,HD 238090,1,1,Radial Velocity,2020,Multiple Observatories,0,2.520,15.2354000
913,HD 238914 b,HD 238914,1,1,Radial Velocity,2018,Multiple Observatories,0,12.800,519.4520000
914,HD 240210 b,HD 240210,1,1,Radial Velocity,2009,McDonald Observatory,0,12.800,372.4050000
915,HD 240237 b,HD 240237,1,1,Radial Velocity,2011,McDonald Observatory,0,12.200,933.3770000
916,HD 24040 b,HD 24040,1,2,Radial Velocity,2006,W. M. Keck Observatory,0,13.000,46.6224000
917,HD 24040 c,HD 24040,1,2,Radial Velocity,2021,Multiple Observatories,0,9.350,46.6224000
918,HD 24064 b,HD 24064,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,12.300,300.2470000
919,HD 24085 b,HD 24085,1,1,Radial Velocity,2019,Las Campanas Observatory,0,3.460,54.9004000
920,HD 25015 b,HD 25015,1,1,Radial Velocity,2019,La Silla Observatory,0,12.500,37.4330000
921,HD 25171 b,HD 25171,2,1,Radial Velocity,2010,La Silla Observatory,0,13.900,55.6146000
922,HD 25723 b,HD 25723,1,1,Radial Velocity,2020,Lick Observatory,0,13.300,114.8160000
923,HD 25912 b,HD 25912,1,2,Radial Velocity,2022,Multiple Observatories,0,6.890,49.1661000
924,HD 25912 c,HD 25912,1,2,Radial Velocity,2022,Multiple Observatories,0,12.200,49.1661000
925,HD 260655 b,HD 260655,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.240,10.0055000
926,HD 260655 c,HD 260655,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.533,10.0055000
927,HD 26161 b,HD 26161,1,1,Radial Velocity,2021,Multiple Observatories,0,12.300,40.9128000
928,HD 2638 b,HD 2638,3,1,Radial Velocity,2005,La Silla Observatory,0,14.300,54.9621000
929,HD 2685 b,HD 2685,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,16.141,196.8520000
930,HD 26965 b,HD 26965,3,1,Radial Velocity,2018,Multiple Observatories,0,2.840,5.0354500
931,HD 27442 b,HD 27442,2,1,Radial Velocity,2000,Anglo-Australian Telescope,0,13.500,18.2704000
932,HD 27631 b,HD 27631,1,1,Radial Velocity,2012,La Silla Observatory,0,13.600,50.2862000
933,HD 27894 b,HD 27894,1,3,Radial Velocity,2005,La Silla Observatory,0,14.100,43.8214000
934,HD 27894 c,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,0,8.240,43.8214000
935,HD 27894 d,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,0,12.700,43.8214000
936,HD 27969 b,HD 27969,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,12.900,67.9328000
937,HD 28109 b,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.199,139.6110000
938,HD 28109 c,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.230,139.6110000
939,HD 28109 d,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.250,139.6110000
940,HD 28185 b,HD 28185,1,2,Radial Velocity,2001,La Silla Observatory,0,12.800,39.3809000
941,HD 28185 c,HD 28185,1,2,Radial Velocity,2022,Multiple Observatories,0,12.100,39.3809000
942,HD 28192 b,HD 28192,1,1,Radial Velocity,2022,Multiple Observatories,0,12.100,49.8063000
943,HD 28254 b,HD 28254,2,1,Radial Velocity,2010,La Silla Observatory,0,13.700,55.2884000
944,HD 285507 b,HD 285507,1,1,Radial Velocity,2013,Fred Lawrence Whipple Observatory,0,13.800,45.0293000
945,HD 285968 b,HD 285968,1,1,Radial Velocity,2008,La Silla Observatory,0,2.830,9.4704500
946,HD 28678 b,HD 28678,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,13.500,189.9080000
947,HD 29021 b,HD 29021,1,1,Radial Velocity,2017,Haute-Provence Observatory,0,12.900,30.9939000
948,HD 290327 b,HD 290327,1,1,Radial Velocity,2009,La Silla Observatory,0,13.300,56.4330000
949,HD 29399 b,HD 29399,1,1,Radial Velocity,2022,La Silla Observatory,0,13.500,44.1518000
950,HD 2952 b,HD 2952,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,0,13.600,110.1030000
951,HD 29985 b,HD 29985,1,1,Radial Velocity,2022,Multiple Observatories,0,12.800,31.2707000
952,HD 30177 b,HD 30177,1,2,Radial Velocity,2002,Anglo-Australian Telescope,0,12.500,55.5867000
953,HD 30177 c,HD 30177,1,2,Radial Velocity,2016,Multiple Observatories,0,12.700,55.5867000
954,HD 30562 b,HD 30562,1,1,Radial Velocity,2009,Lick Observatory,0,13.700,26.1597000
955,HD 30669 b,HD 30669,1,1,Radial Velocity,2014,La Silla Observatory,0,14.300,58.0844000
956,HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,0,13.500,131.1990000
957,HD 31253 b,HD 31253,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,14.100,58.1438000
958,HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,3.220,38.4473000
959,HD 31527 c,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,3.850,38.4473000
960,HD 31527 d,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,3.460,38.4473000
961,HD 3167 b,HD 3167,1,4,Transit,2016,K2,0,1.627,47.2899000
962,HD 3167 c,HD 3167,1,4,Transit,2016,K2,0,2.923,47.2899000
963,HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Observatories,0,2.090,47.2899000
964,HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),0,3.090,47.2899000
965,HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,13.100,122.1150000
966,HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,0,14.000,38.0786000
967,HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,0,14.300,45.2989000
968,HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,13.600,50.1928000
969,HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,13.700,121.3750000
970,HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,0,13.900,121.3750000
971,HD 33142 d,HD 33142,1,3,Radial Velocity,2022,Multiple Observatories,0,9.320,121.3750000
972,HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,9.718,80.6665000
973,HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,0,12.500,89.8623000
974,HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,12.500,20.9531000
975,HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,0,13.400,105.7790000
976,HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,0,13.500,105.7790000
977,HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,0,13.900,46.0907000
978,HD 34445 c,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,8.420,46.0907000
979,HD 34445 d,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,6.070,46.0907000
980,HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,4.260,46.0907000
981,HD 34445 f,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,6.880,46.0907000
982,HD 34445 g,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,13.600,46.0907000
983,HD 35759 b,HD 35759,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,13.000,71.2423000
984,HD 360 b,HD 360,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,14.000,111.5420000
985,HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,0,10.100,11.1336000
986,HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,0,14.000,31.6634000
987,HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,0,14.100,31.6634000
988,HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,0,14.000,31.6634000
989,HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,0,13.200,46.7864000
990,HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,0,13.100,46.7864000
991,HD 3765 b,HD 3765,1,1,Radial Velocity,2021,Multiple Observatories,0,8.560,17.9260000
992,HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,0,14.000,38.0615000
993,HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,0,14.100,42.3538000
994,HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,0,12.400,42.3538000
995,HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,0,12.500,91.4349000
996,HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,0,12.400,18.2702000
997,HD 39194 b,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,1.830,26.4131000
998,HD 39194 c,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,2.390,26.4131000
999,HD 39194 d,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,1.830,26.4131000
1000,HD 39855 b,HD 39855,1,1,Radial Velocity,2019,Las Campanas Observatory,0,2.850,23.2599000
1001,HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,1.830,12.9363000
1002,HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,2.460,12.9363000
1003,HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,3.040,12.9363000
1004,HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,0,2.130,12.9363000
1005,HD 40307 g,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,1,2.560,12.9363000
1006,HD 40956 b,HD 40956,1,1,Radial Velocity,2017,Multiple Observatories,0,13.200,116.5930000
1007,HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,0,12.900,34.0883000
1008,HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,La Silla Observatory,0,13.200,36.6911700
1009,HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,La Silla Observatory,0,12.100,41.5504000
1010,HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,0,13.500,41.8727000
1011,HD 42012 b,HD 42012,1,1,Radial Velocity,2017,Haute-Provence Observatory,0,13.500,36.7984000
1012,HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,0,13.300,81.3795000
1013,HD 4203 c,HD 4203,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,13.300,81.3795000
1014,HD 4208 b,HD 4208,1,1,Radial Velocity,2001,W. M. Keck Observatory,0,13.900,34.1937000
1015,HD 42618 b,HD 42618,1,1,Radial Velocity,2016,Multiple Observatories,0,3.890,24.3358000
1016,HD 4308 b,HD 4308,1,1,Radial Velocity,2005,La Silla Observatory,0,4.120,22.0158000
1017,HD 4313 b,HD 4313,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,13.400,136.3080000
1018,HD 43197 b,HD 43197,1,2,Radial Velocity,2010,La Silla Observatory,0,14.200,62.4112000
1019,HD 43197 c,HD 43197,1,2,Radial Velocity,2022,Multiple Observatories,0,12.600,62.4112000
1020,HD 43691 b,HD 43691,3,1,Radial Velocity,2007,Haute-Provence Observatory,0,13.200,85.6009000
1021,HD 44219 b,HD 44219,1,1,Radial Velocity,2010,La Silla Observatory,0,14.100,52.9051000
1022,HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,0,3.520,21.9532000
1023,HD 45184 c,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,0,2.910,21.9532000
1024,HD 45350 b,HD 45350,1,1,Radial Velocity,2004,W. M. Keck Observatory,0,13.500,46.8733000
1025,HD 45364 b,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,0,9.030,34.3540000
1026,HD 45364 c,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,0,14.200,34.3540000
1027,HD 45652 b,HD 45652,1,1,Radial Velocity,2008,Haute-Provence Observatory,0,14.300,34.8541000
1028,HD 457 b,HD 457,1,1,Radial Velocity,2022,Multiple Observatories,0,12.000,55.0375000
1029,HD 46375 b,HD 46375,2,1,Radial Velocity,2000,W. M. Keck Observatory,0,10.000,29.5529000
1030,HD 47186 b,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,0,5.020,37.4574000
1031,HD 47186 c,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,0,13.000,37.4574000
1032,HD 4732 b,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,0,13.300,54.7841000
1033,HD 4732 c,HD 4732,2,2,Radial Velocity,2012,Multiple Observatories,0,13.300,54.7841000
1034,HD 47366 b,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,0,13.300,84.3552000
1035,HD 47366 c,HD 47366,1,2,Radial Velocity,2016,Okayama Astrophysical Observatory,0,13.400,84.3552000
1036,HD 47536 b,HD 47536,1,1,Radial Velocity,2002,La Silla Observatory,0,12.600,122.5360000
1037,HD 4760 b,HD 4760,1,1,Radial Velocity,2021,Multiple Observatories,0,12.300,537.8730000
1038,HD 48265 b,HD 48265,1,1,Radial Velocity,2008,Las Campanas Observatory,0,13.500,90.5446000
1039,HD 4917 b,HD 4917,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,13.500,204.2770000
1040,HD 49674 b,HD 49674,1,1,Radial Velocity,2002,W. M. Keck Observatory,0,6.200,43.0399000
1041,HD 50499 b,HD 50499,1,2,Radial Velocity,2005,W. M. Keck Observatory,0,13.500,46.2845000
1042,HD 50499 c,HD 50499,1,2,Radial Velocity,2019,La Silla Observatory,0,13.200,46.2845000
1043,HD 50554 b,HD 50554,1,1,Radial Velocity,2002,Lick Observatory,0,12.900,31.1664000
1044,HD 51608 b,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,0,3.620,35.0553000
1045,HD 51608 c,HD 51608,1,2,Radial Velocity,2019,La Silla Observatory,0,3.870,35.0553000
1046,HD 52265 b,HD 52265,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,13.700,29.9803000
1047,HD 5278 b,HD 5278,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.450,57.5846000
1048,HD 5278 c,HD 5278,1,2,Radial Velocity,2021,Paranal Observatory,0,4.490,57.5846000
1049,HD 5319 b,HD 5319,1,2,Radial Velocity,2007,W. M. Keck Observatory,0,13.500,121.4050000
1050,HD 5319 c,HD 5319,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,13.800,121.4050000
1051,HD 55696 b,HD 55696,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,13.000,77.9693000
1052,HD 5583 b,HD 5583,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,12.800,219.2160000
1053,HD 5608 b,HD 5608,1,1,Radial Velocity,2012,Okayama Astrophysical Observatory,0,13.500,58.1105000
1054,HD 564 b,HD 564,1,1,Radial Velocity,2014,La Silla Observatory,0,12.500,51.1659000
1055,HD 56414 b,HD 56414,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.710,272.2170000
1056,HD 56957 b,HD 56957,1,1,Radial Velocity,2022,Multiple Observatories,0,12.800,61.4925000
1057,HD 5891 b,HD 5891,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,12.600,283.5020000
1058,HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,Lick Observatory,0,12.700,89.2721000
1059,HD 60292 b,HD 60292,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,0,12.700,315.2110000
1060,HD 60532 b,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,0,13.800,25.9716000
1061,HD 60532 c,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,0,13.300,25.9716000
1062,HD 62364 b,HD 62364,1,2,Radial Velocity,2022,Multiple Observatories,0,12.200,53.1120000
1063,HD 62364 c,HD 62364,1,2,Radial Velocity,2022,Multiple Observatories,0,12.000,53.1120000
1064,HD 62509 b,HD 62509,1,1,Radial Velocity,2006,Multiple Observatories,0,13.300,10.3400000
1065,HD 62549 b,HD 62549,1,1,Radial Velocity,2022,Multiple Observatories,0,12.500,49.3305000
1066,HD 63433 b,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.150,22.4035000
1067,HD 63433 c,HD 63433,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.670,22.4035000
1068,HD 63454 b,HD 63454,1,1,Radial Velocity,2005,La Silla Observatory,0,12.310,37.6894000
1069,HD 63765 b,HD 63765,1,1,Radial Velocity,2009,La Silla Observatory,0,14.200,32.5376000
1070,HD 63935 b,HD 63935,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.990,48.9739000
1071,HD 63935 c,HD 63935,1,2,Radial Velocity,2021,Multiple Observatories,0,2.900,48.9739000
1072,HD 64114 b,HD 64114,1,1,Radial Velocity,2019,Las Campanas Observatory,0,4.410,31.5262000
1073,HD 64121 b,HD 64121,1,1,Radial Velocity,2022,La Silla Observatory,0,13.200,129.9660000
1074,HD 6434 b,HD 6434,1,1,Radial Velocity,2003,La Silla Observatory,0,14.200,42.3580000
1075,HD 65216 b,HD 65216,3,2,Radial Velocity,2003,La Silla Observatory,0,13.600,35.1205000
1076,HD 65216 c,HD 65216,3,2,Radial Velocity,2013,La Silla Observatory,0,13.400,35.1205000
1077,HD 66141 b,HD 66141,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,0,12.800,68.1509000
1078,HD 66428 b,HD 66428,1,2,Radial Velocity,2005,W. M. Keck Observatory,0,12.400,53.2817000
1079,HD 66428 c,HD 66428,1,2,Radial Velocity,2021,Multiple Observatories,0,13.300,53.2817000
1080,HD 67087 b,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,0,13.100,76.5217000
1081,HD 67087 c,HD 67087,1,2,Radial Velocity,2015,Multiple Observatories,0,12.900,76.5217000
1082,HD 6718 b,HD 6718,1,1,Radial Velocity,2009,La Silla Observatory,0,13.500,51.3444000
1083,HD 68402 b,HD 68402,1,1,Radial Velocity,2016,Multiple Observatories,0,13.100,78.4293000
1084,HD 68988 b,HD 68988,1,2,Radial Velocity,2001,Multiple Observatories,0,13.400,60.8447000
1085,HD 68988 c,HD 68988,1,2,Radial Velocity,2021,Multiple Observatories,0,12.300,60.8447000
1086,HD 69123 b,HD 69123,1,1,Radial Velocity,2022,La Silla Observatory,0,13.100,75.1160000
1087,HD 69830 b,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,0,3.170,12.5591000
1088,HD 69830 c,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,0,3.460,12.5591000
1089,HD 69830 d,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,0,4.450,12.5591000
1090,HD 70573 b,HD 70573,1,1,Radial Velocity,2007,La Silla Observatory,0,12.800,59.1820000
1091,HD 70642 b,HD 70642,1,1,Radial Velocity,2003,Anglo-Australian Telescope,0,13.400,29.2760000
1092,HD 7199 b,HD 7199,1,1,Radial Velocity,2011,La Silla Observatory,0,11.100,36.1531000
1093,HD 72490 b,HD 72490,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,13.500,126.3390000
1094,HD 72659 b,HD 72659,1,2,Radial Velocity,2002,W. M. Keck Observatory,0,13.100,51.8949000
1095,HD 72659 c,HD 72659,1,2,Radial Velocity,2022,Multiple Observatories,0,12.100,51.8949000
1096,HD 72892 b,HD 72892,1,1,Radial Velocity,2016,Multiple Observatories,0,12.800,69.7311000
1097,HD 73267 b,HD 73267,1,2,Radial Velocity,2008,La Silla Observatory,0,13.000,50.4093000
1098,HD 73267 c,HD 73267,1,2,Radial Velocity,2022,Multiple Observatories,0,12.800,50.4093000
1099,HD 73526 b,HD 73526,1,2,Radial Velocity,2002,Anglo-Australian Telescope,0,13.100,97.2396000
1100,HD 73526 c,HD 73526,1,2,Radial Velocity,2005,Anglo-Australian Telescope,0,13.300,97.2396000
1101,HD 73534 b,HD 73534,1,1,Radial Velocity,2008,W. M. Keck Observatory,0,13.700,83.3321000
1102,HD 73583 b,HD 73583,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.790,31.5666000
1103,HD 73583 c,HD 73583,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.390,31.5666000
1104,HD 74156 b,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,0,13.500,57.6030000
1105,HD 74156 c,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,0,12.500,57.6030000
1106,HD 7449 b,HD 7449,2,1,Radial Velocity,2011,La Silla Observatory,0,12.600,38.6620000
